problem_id,title,difficulty,tags,text
prob-bank-409,Intel Priority Heap Ranker 21,Easy,Heaps Intel Oracle Company Wise,"Intel Priority Heap Ranker 21 Heaps Intel Oracle Company Wise Intel placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-410,NVIDIA Graph Route Planner 21,Medium,Graphs NVIDIA Goldman Sachs Company Wise,"NVIDIA Graph Route Planner 21 Graphs NVIDIA Goldman Sachs Company Wise NVIDIA placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-411,Flipkart Recursive State Explorer 21,Hard,Recursion Flipkart NVIDIA Company Wise,"Flipkart Recursive State Explorer 21 Recursion Flipkart NVIDIA Company Wise Flipkart placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-412,Swiggy Backtracking Choice Builder 21,Easy,Backtracking Swiggy Amazon Company Wise,"Swiggy Backtracking Choice Builder 21 Backtracking Swiggy Amazon Company Wise Swiggy placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-413,Zomato Greedy Placement Optimizer 21,Medium,Greedy Algorithms Zomato Uber Company Wise,"Zomato Greedy Placement Optimizer 21 Greedy Algorithms Zomato Uber Company Wise Zomato placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-414,PhonePe DP Interview Grid 21,Hard,Dynamic Programming PhonePe Wipro Company Wise,"PhonePe DP Interview Grid 21 Dynamic Programming PhonePe Wipro Company Wise PhonePe placement-style challenge focused on Dynamic Programming. You are given a compact assessment input and must apply memoization, tabulation, and transitions. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-415,Razorpay Trie Prefix Directory 21,Easy,Tries Razorpay PayPal Company Wise,"Razorpay Trie Prefix Directory 21 Tries Razorpay PayPal Company Wise Razorpay placement-style challenge focused on Tries. You are given a compact assessment input and must apply prefix trees and character edges. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-416,Zoho Segment Tree Query Engine 21,Medium,Segment Trees Zoho Zomato Company Wise,"Zoho Segment Tree Query Engine 21 Segment Trees Zoho Zomato Company Wise Zoho placement-style challenge focused on Segment Trees. You are given a compact assessment input and must apply range queries and logarithmic updates. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-417,Amazon Bitmask Eligibility Filter 21,Hard,Bit Manipulation Amazon Meta Company Wise,"Amazon Bitmask Eligibility Filter 21 Bit Manipulation Amazon Meta Company Wise Amazon placement-style challenge focused on Bit Manipulation. You are given a compact assessment input and must apply xor, masks, and binary flags. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-418,Google Sliding Window Signal 21,Easy,Sliding Window Google Salesforce Company Wise,"Google Sliding Window Signal 21 Sliding Window Google Salesforce Company Wise Google placement-style challenge focused on Sliding Window. You are given a compact assessment input and must apply expand-shrink window invariants. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-419,Microsoft Two Pointer Interview Sweep 21,Medium,Two Pointers Microsoft Cognizant Company Wise,"Microsoft Two Pointer Interview Sweep 21 Two Pointers Microsoft Cognizant Company Wise Microsoft placement-style challenge focused on Two Pointers. You are given a compact assessment input and must apply sorted scans and converging pointers. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-420,Meta System Constraint Challenge 21,Hard,Advanced Interview Problems Meta Intel Company Wise,"Meta System Constraint Challenge 21 Advanced Interview Problems Meta Intel Company Wise Meta placement-style challenge focused on Advanced Interview Problems. You are given a compact assessment input and must apply hybrid algorithms and edge-case analysis. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-421,Apple Array Window Balancer 22,Easy,Arrays Apple Zoho Company Wise,"Apple Array Window Balancer 22 Arrays Apple Zoho Company Wise Apple placement-style challenge focused on Arrays. You are given a compact assessment input and must apply prefix sums, hashing, and careful index bounds. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-422,Netflix String Pattern Normalizer 22,Medium,Strings Netflix Adobe Company Wise,"Netflix String Pattern Normalizer 22 Strings Netflix Adobe Company Wise Netflix placement-style challenge focused on Strings. You are given a compact assessment input and must apply frequency tables, two pointers, and case handling. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-423,Adobe Linked List Pointer Repair 22,Hard,Linked Lists Adobe Infosys Company Wise,"Adobe Linked List Pointer Repair 22 Linked Lists Adobe Infosys Company Wise Adobe placement-style challenge focused on Linked Lists. You are given a compact assessment input and must apply slow-fast pointers and safe node relinking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-424,Uber Stack Sequence Validator 22,Easy,Stacks Uber Deloitte Company Wise,"Uber Stack Sequence Validator 22 Stacks Uber Deloitte Company Wise Uber placement-style challenge focused on Stacks. You are given a compact assessment input and must apply monotonic stacks and bracket-style simulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-425,Airbnb Queue Throughput Scheduler 22,Medium,Queues Airbnb Swiggy Company Wise,"Airbnb Queue Throughput Scheduler 22 Queues Airbnb Swiggy Company Wise Airbnb placement-style challenge focused on Queues. You are given a compact assessment input and must apply FIFO windows, deques, and event ordering. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-426,Stripe Hash Map Collision Resolver 22,Hard,Hashing Stripe Microsoft Company Wise,"Stripe Hash Map Collision Resolver 22 Hashing Stripe Microsoft Company Wise Stripe placement-style challenge focused on Hashing. You are given a compact assessment input and must apply constant-time lookup and duplicate tracking. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-427,Salesforce Binary Tree Path Auditor 22,Easy,Trees Salesforce Stripe Company Wise,"Salesforce Binary Tree Path Auditor 22 Trees Salesforce Stripe Company Wise Salesforce placement-style challenge focused on Trees. You are given a compact assessment input and must apply DFS traversal, recursion, and path accumulation. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-428,Oracle BST Range Inspector 22,Medium,Binary Search Trees Oracle Capgemini Company Wise,"Oracle BST Range Inspector 22 Binary Search Trees Oracle Capgemini Company Wise Oracle placement-style challenge focused on Binary Search Trees. You are given a compact assessment input and must apply ordered traversal and lower/upper bounds. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-429,TCS Priority Heap Ranker 22,Hard,Heaps TCS Cisco Company Wise,"TCS Priority Heap Ranker 22 Heaps TCS Cisco Company Wise TCS placement-style challenge focused on Heaps. You are given a compact assessment input and must apply top-k selection and priority queue maintenance. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-430,Infosys Graph Route Planner 22,Easy,Graphs Infosys Razorpay Company Wise,"Infosys Graph Route Planner 22 Graphs Infosys Razorpay Company Wise Infosys placement-style challenge focused on Graphs. You are given a compact assessment input and must apply BFS, DFS, connected components, and cycle checks. Explain your approach, handle edge cases, and return the required output exactly. Easy"
prob-bank-431,Wipro Recursive State Explorer 22,Medium,Recursion Wipro Netflix Company Wise,"Wipro Recursive State Explorer 22 Recursion Wipro Netflix Company Wise Wipro placement-style challenge focused on Recursion. You are given a compact assessment input and must apply base cases and state transition trees. Explain your approach, handle edge cases, and return the required output exactly. Medium"
prob-bank-432,Accenture Backtracking Choice Builder 22,Hard,Backtracking Accenture TCS Company Wise,"Accenture Backtracking Choice Builder 22 Backtracking Accenture TCS Company Wise Accenture placement-style challenge focused on Backtracking. You are given a compact assessment input and must apply choose-explore-unchoose search. Explain your approach, handle edge cases, and return the required output exactly. Hard"
prob-bank-433,Capgemini Greedy Placement Optimizer 22,Easy,Greedy Algorithms Capgemini JP Morgan Company Wise,"Capgemini Greedy Placement Optimizer 22 Greedy Algorithms Capgemini JP Morgan Company Wise Capgemini placement-style challenge focused on Greedy Algorithms. You are given a compact assessment input and must apply local optimal choices and sorting. Explain your approach, handle edge cases, and return the required output exactly. Easy"
